Id,Name,MajorId,EMark,AMark,SchoolId,EYear,LStatus,EForm
10130350,H? Vân Th?ch,7480118,27.25,6.1599998,2802,2010,3,3
10130351,Hu?nh Y?n Châu,7220201,22.75,3.8299999,3647,2010,3,3
10130352,V? Thanh An,7510203C,19.75,8.6199999,114,2010,2,2
10130353,Nguy?n Ái Nam,7510401,17.5,0.89999998,1734,2010,2,3
10130354,Lê Vân  Tài,7480201,20.5,5.6500001,2568,2010,3,2
10130355,Bùi Th?y Anh,7510303,19.5,5.6199999,764,2010,4,1
10130356,Hoàng Ái Hi?n,7580101,27.75,3.98,1883,2010,4,3
10130357,Phan Thanh Hoa,7510605,18.25,6.48,1524,2010,4,2
10130358,Tr?n Thanh ??t,7210403,21.75,5.6100001,2000,2010,2,3
10130359,Bùi Thành Linh,7580205,21.25,5.46,2119,2010,2,3
10130360,V? Tu?n ??t,7480118,20.75,6.1399999,3004,2010,3,1
10130361,Phan Minh M?nh,7510206,26.75,9.5699997,3024,2010,4,1
10130362,Bùi Thanh ??c,7540209,15.25,8.5699997,1136,2010,2,2
10130363,Lý M?nh Khang,7540101A,22.25,9.3699999,2823,2010,1,3
10130364,Hoàng Anh M?nh,7540209C,24.25,0.40000001,3535,2010,2,2
10130365,Lê Hoàng Lan,7510201,20.5,1.91,985,2010,2,2
10130366,V? V? Ph??ng,7510406C,19.75,7.79,1812,2010,3,1
10130367,V? ?ình L?i,7480108,25.75,1.05,3549,2010,2,1
10130368,Hu?nh H?i H?u,1510201C,23.5,8.2700005,3679,2010,1,2
10130369,Phan Huy L?c,7510302C,19.25,6.1799998,397,2010,1,1
10130370,D??ng M?nh H?i,7510401,16.75,8.0200005,1421,2010,2,3
10130371,D??ng Khánh Nguy?t,7220201,29.5,0.44999999,1095,2010,4,2
10130372,Tr?n Công Bình,7540101,21.5,8.25,3662,2010,1,1
10130373,Hu?nh Gia Sinh,7480118,22.5,8.0299997,3692,2010,2,2
10130374,Phan Vi ?ào,7340301C,18.25,2.54,1597,2010,4,3
10130375,Lê ??c Khuê,7510302,22.75,3.3699999,2635,2010,3,2
10130376,Ngô Th?y Hoàng,7580101,28.5,6.1100001,1199,2010,4,1
10130377,H? Hoài Khanh,7140231,25.5,5.1100001,2790,2010,3,3
10130378,Nguy?n Khánh Nam,7210403,25.25,4.2600002,626,2010,2,2
10130379,Bùi Duy H?nh,7510106,23.75,2.77,3631,2010,2,1
10130380,Tr?n Kh?i L?i,7580205,25.25,3.22,3851,2010,4,2
10130381,Ngô Vân Phong,7510401C,19.75,0.31,1845,2010,2,3
10130382,V? Y?n Bích,7510601C,25.75,5.7399998,2009,2010,3,1
10130383,Nguy?n Ái Hòa,7220201,18.5,5.02,3406,2010,4,2
10130384,?? Minh M?nh,7510301C,17.5,0.15000001,970,2010,2,2
10130385,?? Hoàng Lan,7340120,17.5,4.3000002,356,2010,3,2
10130386,Bùi Yên Khuê,7510202A,29.25,1.72,338,2010,1,3
10130387,Ph?m Minh Anh,7510202N,16.75,7.2199998,3320,2010,4,2
10130388,Ph?m B?o S?n,7510301A,29.5,1.21,2535,2010,4,2
10130389,H? Trâm Lan,7580103,19.25,8.4300003,2948,2010,2,2
10130390,H? Trâm Khôi,1510201C,21.5,9.4099998,2389,2010,3,2
10130391,V? V? L?i,7510202N,16.25,5.5300002,73,2010,2,1
10130392,Phan Huy Hoa,7510401,22.5,5.2399998,2588,2010,3,3
10130393,Bùi H?i Khôi,7510201A,20.25,4,215,2010,4,2
10130394,D??ng Th?y Ân,7510203A,17.75,2.47,1120,2010,2,2
10130395,Bùi Qu?nh Nguy?t,7510402,18.5,6.7600002,2267,2010,1,3
10130396,Nguy?n Nh? Hà,7510601C,22.25,8.4399996,2867,2010,1,1
10130397,Bùi Gia Nguy?t,7510301C,17.5,0.34,2267,2010,1,3
10130398,Tr?n B?o Kh?i,7510202,26.75,7.3499999,4068,2010,1,3
10130399,Bùi Yên Ân,7510406C,28.5,4.4699998,174,2010,2,1
10130400,Ph?m Ái B?ng,7510801,19.25,2.54,2708,2010,1,2
10130401,?? An Lam,7510102C,23.5,3.45,3381,2010,1,2
10130402,Hu?nh Ng?c Giang,7510201A,18.75,9.4899998,1004,2010,3,1
10130403,??ng ??c Nhi,7510605,21.75,3.0599999,3045,2010,4,1
10130404,H? ?ình Sinh,7540209C,22.75,9.8800001,2801,2010,4,3
10130405,H? Nh?t Khôi,7510102,23.75,1.47,369,2010,4,3
10130406,V? Thu ??t,7510205,16.25,7.6999998,1853,2010,3,3
10130407,Hu?nh Huy B?ng,7510601A,16.5,6.04,4002,2010,2,2
10130408,Bùi Ái ?oan,7510106,19.25,0.69,1480,2010,4,2
10130409,?? Kh?i Hông,7510202,21.5,9.6700001,1768,2010,1,3
10130410,Phan M?nh Châu,7210404C,21.75,3.6099999,4100,2010,4,1
10130411,Phan Công H?i,7510601,20.25,1.38,55,2010,3,2
10130412,Lê Hoài Hoàng,7510303A,20.25,7.1199999,1693,2010,3,1
10130413,??ng Hoàng B?ng,7510206,27.75,6.1999998,809,2010,2,2
10130414,Hoàng Gia Tri?u,7210403,22.5,6.9499998,584,2010,4,1
10130415,Lý Khánh B?o,7510102C,26.75,6.4899998,3082,2010,1,1
10130416,Ph?m Hoàng Di?m,7510302,25.25,7.5599999,193,2010,4,3
10130417,Hu?nh Vân Tri?u,7510302A,27.25,6.9899998,2657,2010,2,3
10130418,V? Hi?u C?nh,7340301C,25.25,4.29,314,2010,4,2
10130419,V? Thành Ph??ng,7480203,24.75,1.99,2615,2010,2,3
10130420,V? Thi?n B?ng,7480108A,24.75,3.21,524,2010,3,2
10130421,Phan Minh Bích,7480108A,24.75,3.25,1763,2010,3,1
10130422,V? Trâm ?an,7510206,16.25,7.8899999,1022,2010,2,3
10130423,Nguy?n Vi Kh?i,7510406C,15.75,1.63,3264,2010,2,2
10130424,V? Minh Toàn,7480201,16.75,3.49,2050,2010,3,2
10130425,??ng Ng?c Ph??ng,7510302C,19.75,7.1300001,2085,2010,3,1
10130426,Tr?n Yên Hòa,7340120,29.75,1.3,1065,2010,4,2
10130427,D??ng B?o ?ào,7210404,25.5,7.9299998,3160,2010,2,2
10130428,V? Gia H?i,7340301C,23.5,3.5999999,2711,2010,1,2
10130429,??ng Th?o Khanh,7510401,15.75,9.6099997,1944,2010,3,2
10130430,Phan V? Th?ch,7510205,27.25,0.50999999,4057,2010,2,3
10130431,Hu?nh Vi B?o,7480201C,18.5,2.1800001,405,2010,4,1
10130432,D??ng ?ình Lam,7580101,20.25,5.0700002,1125,2010,2,1
10130433,Ngô Thanh Khôi,7510206C,26.5,9.6599998,1790,2010,2,2
10130434,Nguy?n ?ình Phong,7520212,22.5,7.4099998,801,2010,3,2
10130435,Nguy?n Hi?u Linh,7510208,28.5,5.75,2312,2010,4,1
10130436,Ph?m An Tú,7480108,27.25,8.6999998,3727,2010,4,2
10130437,Lê Hoài L?c,7510302,24.25,6.77,949,2010,4,3
10130438,D??ng Khánh M?nh,7480118,17.5,3.1400001,3122,2010,1,2
10130439,Bùi Y?n  Tài,7580302,17.75,8.5600004,1428,2010,1,1
10130440,Ph?m An Thiên,7510206A,22.25,3.8299999,447,2010,2,3
10130441,?? An B?ng,7510402,17.25,2.74,1906,2010,1,2
10130442,Hoàng Ái Nhi,7510302N,20.5,8.8500004,2843,2010,4,1
10130443,Lê Kh?i Sinh,7340122,26.75,5.02,3055,2010,4,3
10130444,?? Nh? Th?ch,7510205A,23.5,1.45,2508,2010,4,2
10130445,Hu?nh H?i Ái,7510209,25.5,4.00E-02,1267,2010,3,2
10130446,D??ng ?ình Nam,7510206C,15.25,3.47,440,2010,2,2
10130447,Nguy?n B?o H?nh,7510202,23.75,4.73,86,2010,3,1
10130448,V? Anh Sang,7520117,29.5,8.29,2949,2010,4,2
10130449,?? Hoài Anh,7340120,21.75,0.79000002,3219,2010,3,1
10130450,Ph?m Ng?c Hi?n,7510301C,22.5,5.29,3019,2010,4,3
10130451,Hoàng Xuân S?n,7510401,16.25,5.5999999,3068,2010,4,1
10130452,Lý Y?n Nhân,7510406,28.5,8.2600002,2206,2010,4,1
10130453,D??ng H?i Khang,7580302,21.25,7,2622,2010,1,3
10130454,Bùi ?ình M?nh,7510301,22.5,4.04,765,2010,3,2
10130455,Lý Vân Th?ch,7520212,24.25,2.1099999,1340,2010,4,3
10130456,Lê Qu?nh H?nh,7540101,25.75,5.25,3931,2010,4,1
10130457,Hu?nh Ng?c B?ng,7510302,20.5,4.6599998,1503,2010,4,1
10130458,Bùi Gia Ngân,7510601C,17.75,3.4200001,1255,2010,1,3
10130459,Hu?nh Tu?n ?an,7580205,21.75,4.3899999,2460,2010,1,1
10130460,Bùi Thi?n S?n,7540209,21.5,5.9299998,2169,2010,3,2
10130461,?? ?ình Châu,7510202N,18.5,7.9499998,1680,2010,1,3
10130462,Tr?n B?o Phong,7580205,25.5,5.0500002,2384,2010,3,2
10130463,H? Anh Dung,7520212,19.25,3.8099999,4076,2010,1,2
10130464,Tr?n Khánh Mai,7210404,23.5,2.0899999,2397,2010,2,3
10130465,V? V? Nam,7510401,15.5,4.5999999,1147,2010,1,3
10130466,Ngô Khánh Hà,7510303C,17.5,6.0599999,1348,2010,1,3
10130467,?? ??c Linh,7510601C,21.25,4.3499999,2501,2010,3,2
10130468,Hu?nh Thu Ân,7510401,20.75,7.6599998,3019,2010,1,3
10130469,Hoàng Hoài Lan,7510301A,15.75,1.78,949,2010,3,1
10130470,H? Mai Vi?t,7549002,19.25,6.2199998,966,2010,2,1
10130471,Ngô Hi?u Khoa,7510401C,23.5,7.21,3652,2010,4,2
10130472,Bùi Ng?c Giang,7549002,25.75,4.4299998,2533,2010,4,3
10130473,Lê Công Di?m,7510201,26.75,4.5100002,1308,2010,1,1
10130474,Ngô Duy Ph??ng,7510203C,17.5,3.7,1599,2010,1,3
10130475,??ng Nh?t Ngân,7510202A,18.25,3.0999999,3829,2010,4,1
10130476,V? Hoàng Khoa,7480108,16.25,7.8299999,2477,2010,1,1
10130477,D??ng Anh Khoa,7480108C,17.5,1.91,3580,2010,4,2
10130478,Phan Minh Ng?c,7510406,16.5,3.8599999,3390,2010,2,3
10130479,D??ng Nh? Anh,7480201A,26.5,9.9899998,1897,2010,3,2
10130480,Phan V? Tri?u,7480118,29.25,3.99,519,2010,2,3
10130481,V? Vân M?nh,7340122,20.75,6.0999999,2150,2010,2,1
10130482,H? Khánh Khanh,7480201C,20.75,2.3499999,1694,2010,2,2
10130483,H? Vi Tín,7510203C,16.75,1.9,3722,2010,4,1
10130484,Lý Anh Tín,7510301A,19.25,8.25,3386,2010,2,1
10130485,V? Gia Khôi,7510406C,18.75,4.5,1487,2010,4,1
10130486,Tr?n Hi?u Long,7340301,18.75,0.69999999,628,2010,2,2
10130487,Lý Yên L?i,7510406C,17.75,6.4000001,668,2010,4,1
10130488,Hoàng Thu ?oan,7480108,15.5,0.43000001,979,2010,1,3
10130489,Lý Hi?u Vi?t,7210404,17.5,5.3200002,693,2010,4,3
10130490,D??ng ??c Anh,7510205A,19.25,7.0900002,556,2010,2,2
10130491,H? Duy Ng?c,7510801C,25.25,1.24,754,2010,3,1
10130492,Lý Qu?nh C?nh,7480201C,25.5,4.4899998,2263,2010,2,1
10130493,Nguy?n Khánh Nguy?t,7340301C,22.75,8.1999998,1084,2010,4,2
10130494,Bùi Ái Hà,7510102C,25.25,2.3900001,1636,2010,3,2
10130495,Nguy?n Thành B?o,7510203A,22.5,2.4100001,3366,2010,3,1
10130496,Hu?nh Duy M?nh,7510605,17.75,1.92,2367,2010,4,1
10130497,Lý Hi?u Tín,7480201,17.25,0.12,533,2010,1,1
10130498,Hoàng Thi?n Mi,7210404,25.75,1.9,1010,2010,4,2
10130499,V? Anh L?i,7510202N,28.25,8.79,1366,2010,4,3
10130500,Bùi Vi Châu,7510302N,19.25,8.3900003,3123,2010,1,2
10130501,Phan Thanh B?ng,7220201,20.5,4.3099999,3320,2010,4,3
10130502,H? Th?o Khoa,7580205,26.75,4.6100001,3463,2010,1,3
10130503,Hu?nh Tu?n Nhân,7580205,26.75,6.2600002,2736,2010,2,2
10130504,Tr?n Qu?nh Di?m,7510601C,28.5,8.2200003,1921,2010,3,1
10130505,Nguy?n Nh?t Hoa,7340120,21.5,2.1400001,3445,2010,4,3
10130506,Bùi Ng?c M?nh,7510801C,29.5,6.5500002,741,2010,4,1
10130507,Hoàng An S?n,7510205A,29.75,8.7200003,3153,2010,1,2
10130508,Hoàng V? Khoa,7540209,29.75,3.0999999,2480,2010,4,1
10130509,Hu?nh Huy Tú,7510801C,28.75,6.04,2840,2010,2,1
10130510,?? Hoàng ?an,7510206C,19.25,0.57999998,1555,2010,3,3
10130511,Tr?n Ái Hòa,7549002,29.75,4.5900002,1663,2010,2,1
10130512,Ph?m Minh M?nh,7140231,19.75,4.1399999,91,2010,2,1
10130513,Phan Nh?t Khanh,7510302A,18.75,3.1800001,2795,2010,3,1
10130514,??ng Hoài Nhân,7520117,24.25,6.6599998,849,2010,2,1
10130515,Tr?n Vân M?nh,7510206,29.25,4.6999998,2928,2010,3,3
10130516,Ph?m M?nh Trung,7480118,28.25,3.9200001,719,2010,3,3
10130517,H? ??c Sang,7510209,19.25,1.04,1367,2010,4,1
10130518,Lý Hoàng Tri?u,7210404C,29.5,0.88,923,2010,1,1
10130519,Hu?nh Duy Ng?c,7340120,23.5,7.7800002,1640,2010,1,2
10130520,Hu?nh V? Mai,7480201C,24.75,9.1300001,3304,2010,4,3
10130521,D??ng Khánh B?o,7510402,22.5,8.0500002,3108,2010,1,1
10130522,??ng Khánh Hà,7340122,17.75,7.1799998,2460,2010,3,3
10130523,??ng Nh?t Toàn,7540209,24.25,7.3800001,1089,2010,3,2
10130524,Lý Ng?c Hòa,7510106,28.25,8.6800003,2529,2010,3,2
10130525,Lê Vân Sinh,7480108,24.5,5.25,1325,2010,3,2
10130526,Tr?n Thành Lan,1510201C,22.5,4.4899998,3722,2010,4,3
10130527,Bùi Nh?t B?o,7510303A,20.5,9.2399998,4014,2010,4,1
10130528,??ng Th?o Khanh,7510209,27.5,0.38,2344,2010,2,3
10130529,Phan Duy Vi?t,7510605,16.5,4.1100001,1508,2010,2,2
10130530,?? ?ình Linh,7540209,22.5,0.25999999,2730,2010,4,1
10130531,V? Anh Ng?c,7510301C,27.75,4.8600001,242,2010,4,3
10130532,Phan Vân Nhi,7340301C,24.25,5.1700001,1130,2010,1,1
10130533,H? H?i Sinh,7580101,26.25,4.9099998,3203,2010,1,1
10130534,Hoàng Hoài Mai,7480108C,18.5,4.8899999,2290,2010,1,2
10130535,Lê M?nh Hi?n,7510301C,18.25,4.77,334,2010,2,3
10130536,Hoàng Vi Dung,7510206C,19.25,9.3199997,2648,2010,4,1
10130537,H? Yên Mi,7510303,21.25,6.1100001,664,2010,1,2
10130538,Hoàng Duy Ân,7510303,20.5,9.3699999,48,2010,2,2
10130539,?? Qu?nh H?i,7510801,27.75,6.6900001,740,2010,1,2
10130540,Tr?n Minh Phong,7510601A,19.5,8.2799997,2349,2010,2,2
10130541,Nguy?n Th?o M?nh,7549002,20.75,8.6000004,753,2010,4,3
10130542,Ph?m ?ình Minh,7510601,29.5,5.8000002,2479,2010,4,3
10130543,Hoàng Anh Mai,7510205A,23.75,8.4099998,3210,2010,1,1
10130544,D??ng V? M?nh,7510301A,28.5,3.54,3906,2010,3,1
10130545,Bùi Trâm Khang,7480118,19.5,3.1900001,1376,2010,1,1
10130546,Hu?nh Gia Di?m,7580302,23.75,5.8299999,3841,2010,2,1
10130547,Lê Huy Nhi,7510601A,18.5,6.9200001,2905,2010,1,3
10130548,Bùi Huy Khuê,7540209C,23.5,6.8499999,1452,2010,3,3
10130549,Ph?m Hoàng Vi?t,7520212,23.5,7.77,797,2010,2,2
10130550,Ngô Yên Khoa,7510302A,23.5,6.9099998,1397,2010,2,1
10130551,H? Minh An,7540101C,22.5,5.5900002,1719,2010,3,1
10130552,Hoàng Yên Khang,7520117,27.5,7.1199999,1762,2010,2,2
10130553,Phan Công Khôi,7549002,29.75,2.99,1881,2010,4,1
10130554,Ngô Thành Lam,7510401C,25.5,9.9300003,452,2010,4,3
10130555,Phan Thu Tú,7510801,20.5,3.28,3500,2010,2,3
10130556,Nguy?n B?o L?c,7549002,16.5,0.25999999,2079,2010,3,3
10130557,Ph?m ??c Linh,7510302,29.75,0.47999999,1125,2010,1,2
10130558,Tr?n Minh Châu,7510202A,16.75,7.5700002,862,2010,3,3
10130559,Ph?m Ng?c Kh?i,7510303C,27.25,6.4699998,1345,2010,2,2
10130560,Lê Huy Hòa,7140231,29.75,0.38,956,2010,4,2
10130561,Ph?m Lan Vi?t,7510203A,28.75,4.8499999,512,2010,4,3
10130562,Tr?n Thi?n Hông,1510201C,28.5,7.98,2944,2010,3,2
10130563,H? Y?n L?i,7520117,17.75,3.0699999,498,2010,3,2
10130564,Lý V? Nhi,7480108C,26.75,4.8499999,1939,2010,1,2
10130565,Lý Hoài Hà,7510406C,22.75,3.71,2377,2010,1,1
10130566,Lê Nh? Kh?i,7510205,18.5,2.9000001,678,2010,3,3
10130567,Lê Hoàng ??t,7510102A,25.75,5.6399999,2989,2010,4,1
10130568,H? Thi?n Nam,7510202,19.25,0.74000001,345,2010,1,2
10130569,Lê Y?n Khang,7510202A,28.5,3.25,1372,2010,2,3
10130570,Ph?m Hoài Hoa,7510302C,21.75,4.2800002,2340,2010,4,2
10130571,Bùi Lan M?nh,7510605,22.5,8.79,1179,2010,2,1
10130572,Hoàng Hoài ??t,7510406C,16.5,7.4899998,1639,2010,4,2
10130573,Ph?m Yên Ph??ng,7510601C,22.75,2.1099999,2388,2010,2,1
10130574,V? Th?o Bích,7510303,26.75,3.5899999,2832,2010,4,3
10130575,?? Vân Bích,7340301,15.25,2.1500001,3877,2010,4,3
10130576,Hu?nh Yên Hi?n,7510801,29.5,6.1599998,3174,2010,1,2
10130577,Lý Th?y Hà,7480201A,29.5,4,1812,2010,2,1
10130578,?? Thanh Hòa,7480118,19.5,6.3499999,709,2010,3,1
10130579,Lê Huy Sinh,7510301,26.75,9.0600004,870,2010,2,2
10130580,Ph?m Thanh Ph??ng,7580101,27.5,3.25,1303,2010,4,1
10130581,Hu?nh Minh B?o,7220201,18.75,7.5799999,3989,2010,1,1
10130582,?? Thu ??c,7510302A,28.75,0.86000001,364,2010,4,3
10130583,Hoàng Th?y Giang,7510205A,27.25,3.4300001,1939,2010,3,2
10130584,Lê Y?n H?i,7210404C,24.75,2.6900001,1063,2010,3,1
10130585,?? Gia ?ào,7340122,19.75,6.9299998,2124,2010,2,1
10130586,Ngô Công Minh,7510302A,18.75,9.3800001,1752,2010,1,1
10130587,Lê Ng?c Linh,7549002,22.25,3.21,1963,2010,4,2
10130588,Bùi ?ình Bích,7510302C,25.25,8.9099998,2502,2010,1,3
10130589,D??ng V? Nhi,7510302N,28.5,5,4070,2010,4,3
10130590,Lý Tu?n L?c,7510202,25.75,4.1700001,727,2010,3,2
10130591,Ngô Nh? B?o,7510106,21.25,9.7600002,1522,2010,3,3
10130592,H? Ng?c Giang,7510102,25.5,5.75,3419,2010,4,3
10130593,Bùi Nh? Anh,7510302A,24.5,3.05,559,2010,3,2
10130594,Lý Xuân Nhân,7340301C,19.75,6.6700001,2591,2010,1,3
10130595,Ph?m Th?y Bình,7510203,15.5,9.3199997,2768,2010,1,3
10130596,Lý Hi?u Tú,7510301C,19.25,7.5300002,2574,2010,4,1
10130597,Lê Duy Phong,7510402,27.75,3.29,1175,2010,3,3
10130598,Ph?m Yên Khuê,7510303C,21.25,7.5999999,3290,2010,3,1
10130599,D??ng Vi Ngân,7510406C,18.25,0.73000002,3664,2010,3,1
10130600,Nguy?n Xuân Anh,7480108,28.75,4.8699999,2511,2010,2,1
10130601,Nguy?n Th?o Dung,7510402,24.5,1.05,2100,2010,3,3
10130602,D??ng H?i Anh,7480118,20.25,6.9899998,3461,2010,2,2
10130603,Lê Duy Ngân,7510301A,29.5,8.1999998,676,2010,4,1
10130604,Phan Tu?n Châu,7510202C,17.25,9.54,2109,2010,3,1
10130605,Phan Hoàng Nhi,7210403,27.75,5.0900002,1401,2010,2,2
10130606,Hoàng Tu?n Tú,7510202N,21.75,2.6700001,3109,2010,3,3
10130607,D??ng Vân Giang,7510301,15.25,3.78,3087,2010,2,2
10130608,Hoàng V? H?i,7510202C,19.75,2.98,28,2010,3,3
10130609,D??ng Gia H?i,7510406,26.5,1.3099999,2893,2010,4,3
10130610,Phan Tu?n C?nh,7510302,27.75,5.0300002,3321,2010,3,1
10130611,Hu?nh B?o Châu,7510206C,23.5,4.1399999,3035,2010,3,3
10130612,V? Yên Trung,7480108C,27.25,6.6300001,1289,2010,1,2
10130613,Hu?nh V? Linh,7510402,21.25,1.25,3129,2010,2,1
10130614,Hu?nh Gia Phong,7510303A,22.75,0.63,1747,2010,1,2
10130615,Bùi Th?y Kh?i,7510202A,29.75,5.25,2615,2010,3,1
10130616,Hoàng Minh H?u,7510406C,26.25,4.6300001,2256,2010,3,1
10130617,Lý Nh? Tú,7510208,22.75,5.98,2357,2010,1,3
10130618,Nguy?n Lan Sang,7510106,25.5,5,104,2010,1,1
10130619,D??ng Mai Ân,7210403,24.5,7.6399999,1213,2010,3,2
10130620,H? Mai Sang,7510301C,26.75,3.2,1367,2010,3,2
10130621,??ng Thu Khoa,7510208,25.75,2.1199999,3636,2010,2,1
10130622,Phan Minh Khuê,7510208,29.75,1.52,3315,2010,1,1
10130623,Hu?nh Thanh Hòa,7510601C,26.25,5.7800002,3683,2010,1,2
10130624,Hu?nh Khánh Khuê,7540101,18.25,7.2600002,564,2010,4,2
10130625,Lê B?o Hi?n,7510302C,16.25,6.3600001,26,2010,1,1
10130626,Ph?m Lan Khôi,7480118,18.5,9.7799997,2528,2010,3,1
10130627,H? Nh? Hoàng,7480118,19.75,7.6999998,1361,2010,1,1
10130628,Lê Xuân Bích,7510301,28.5,8.5900002,3072,2010,4,1
10130629,Phan ?ình H?i,7210404C,19.75,8.0299997,4022,2010,4,1
10130630,?? An L?i,7549002,25.5,0.38999999,1705,2010,1,3
10130631,Lê B?o Toàn,7510203C,24.25,8.3400002,1111,2010,3,1
10130632,??ng Vi Hoàng,7510102A,27.75,6.1399999,693,2010,2,3
10130633,Bùi Vi Tri?u,7510201,25.5,3.55,2164,2010,2,3
10130634,Bùi Lan B?ng,7510106,24.5,1.1,1254,2010,3,1
10130635,Nguy?n Nh? An,7220201,23.75,2.1600001,938,2010,2,1
10130636,Nguy?n Tu?n ??t,7510102A,21.25,0.89999998,3318,2010,4,1
10130637,Hu?nh Trâm Ng?c,7510406,24.5,7.6900001,19,2010,4,1
10130638,Hu?nh Gia Linh,7480201A,19.5,1.79,1206,2010,2,1
10130639,V? Hi?u Bích,7510302A,27.5,4.04,2348,2010,2,1
10130640,Ph?m Y?n Long,7510301A,25.25,6.6199999,1874,2010,1,2
10130641,Lý B?o B?ng,7510605,25.25,7.0999999,2483,2010,3,1
10130642,D??ng Nh?  Tài,7340301C,29.75,4.1999998,1946,2010,4,2
10130643,Ph?m Anh M?nh,7480108,15.75,9.2299995,895,2010,3,3
10130644,Bùi Th?y Nguy?t,7510202,27.25,4.0500002,1138,2010,3,3
10130645,Nguy?n Yên Anh,7510301C,19.25,5.4499998,243,2010,2,2
10130646,Bùi Thành Khoa,7510401,17.5,4.6399999,3192,2010,1,1
10130647,Hu?nh Duy Bình,7510203C,28.25,8.6999998,2512,2010,3,2
10130648,Tr?n ??c S?n,1510201C,29.25,3.8099999,2666,2010,4,1
10130649,?? M?nh ?an,7480108C,23.75,3.99,2218,2010,1,2
10130650,Phan ??c ?ào,7340301C,22.25,5.5300002,2079,2010,4,1
10130651,Hu?nh ?ình Giang,7340301C,24.25,8.96,3479,2010,4,3
10130652,Hu?nh Công Khang,7510202,21.5,7.8600001,1598,2010,4,3
10130653,H? Tu?n Hòa,7520117,26.25,7.5100002,2121,2010,3,2
10130654,Ngô Nh? L?i,7510202A,18.75,9.1700001,762,2010,4,3
10130655,Ngô Tu?n Hông,7510303A,22.75,6.9000001,3937,2010,3,1
10130656,Ngô Y?n H?nh,7540209,21.5,7.2399998,2972,2010,1,1
10130657,Hu?nh Qu?nh Khoa,7480108,17.5,7.4000001,2425,2010,1,2
10130658,?? H?i Lan,7480203,21.25,0.33000001,739,2010,2,2
10130659,H? Lan Phong,7540209C,16.75,5.0999999,3805,2010,3,2
10130660,D??ng Gia Tín,7340301,17.25,2.8199999,2855,2010,3,3
10130661,D??ng Huy Ân,7510209,18.25,7.29,2585,2010,1,3
10130662,Bùi Hoài ??t,7510402,21.5,0.94999999,2929,2010,1,1
10130663,??ng Vân Lan,7510801C,22.75,9.5,1168,2010,4,3
10130664,Hoàng Minh Khuê,7510201A,25.25,6.23,2447,2010,3,3
10130665,Ngô Trâm Sang,7510209,17.25,6.2800002,72,2010,1,2
10130666,Lê Hoàng Khoa,7510402,17.25,3.5799999,2042,2010,2,3
10130667,Hu?nh Thành L?i,7340301C,21.5,1.01,2512,2010,1,2
10130668,Hu?nh Vân L?c,7510106,17.25,6.8200002,1503,2010,1,3
10130669,Bùi Thi?n Ph??ng,7510106,22.75,8.75,2948,2010,4,3
10130670,H? Ng?c Ng?c,7510201,15.75,1.54,1587,2010,1,2
10130671,Ph?m ?ình Th?ch,7549002,19.75,7.1100001,3701,2010,3,2
10130672,Bùi Gia  Tài,7510203,15.25,8.4799995,4049,2010,2,2
10130673,Hoàng Mai ?ào,7510201A,27.75,2.6300001,3628,2010,4,2
10130674,Tr?n ??c Bích,7510205C,27.25,5.8099999,1748,2010,2,2
10130675,Hu?nh H?i Long,7510801C,18.5,4.3400002,199,2010,1,1
10130676,Nguy?n Khánh Hông,7340120,18.5,4.9099998,2023,2010,4,3
10130677,?? Vi M?nh,7510601C,21.5,8.8199997,1068,2010,1,3
10130678,Hoàng Anh Giang,7580205,22.75,2.9400001,3494,2010,3,2
10130679,Phan Trâm Anh,7510801,28.75,6.9099998,2854,2010,1,2
10130680,Nguy?n Thu Mi,7480201C,19.5,2.23,1496,2010,4,1
10130681,Phan Mai Th?ch,7510205,20.25,5.3099999,1319,2010,4,3
10130682,Bùi Ái Bích,7510601,20.25,3.9200001,1852,2010,4,2
10130683,Phan Anh Toàn,7480201C,15.75,1.73,3380,2010,1,2
10130684,V? Kh?i Bình,7510201A,21.75,9.3299999,1423,2010,2,1
10130685,?? Xuân Anh,7510205C,28.75,5.27,982,2010,4,2
10130686,Ngô Th?y C?nh,7340301C,25.75,0.20999999,840,2010,1,1
10130687,Lê Khánh Ng?c,7510206C,21.5,6.6700001,2584,2010,1,2
10130688,Lý Lan ??t,7510406C,24.75,8.5200005,300,2010,3,1
10130689,Hoàng Xuân Giang,7210404,28.75,6.0599999,2169,2010,2,1
10130690,D??ng Vân Châu,7510205A,28.75,1.37,2376,2010,2,1
10130691,Bùi Nh?t Châu,7510401C,29.25,3.01,3528,2010,3,1
10130692,Bùi Gia Hoa,7510203,27.5,1.86,3847,2010,1,1
10130693,?? Minh Sinh,7580103,17.75,9.2299995,2443,2010,4,3
10130694,H? Anh L?c,7480118,18.75,3.6700001,204,2010,4,3
10130695,Ph?m Ái Dung,7580302,19.5,1.9,3595,2010,4,1
10130696,??ng Công L?i,7480118,19.75,5,1632,2010,4,2
10130697,Hu?nh Y?n B?ng,7220201,25.5,7.8299999,2019,2010,4,2
10130698,??ng Duy Long,7510302N,16.5,3.8399999,1233,2010,1,2
10130699,Hoàng Yên Khoa,7510302,15.75,6.7800002,3220,2010,2,3
10130700,Nguy?n Huy ??t,7510301C,16.5,5.3400002,1355,2010,4,1
10130701,Bùi Gia Khanh,7210403,23.25,0.56999999,2803,2010,1,3
